text;label
"she seemed to be teaching them to fish,  	but	  after a few splashing sallies with no success she gave up";0
"I don't normally mind heights,  	but	  this is different";0
"The shop was shut,  	but	  the house door stood open";0
"I did hear once that he had threatened his father,  	but	  I do not know if this is true";0
"My notes told me what was to happen next,  	but	  my brain no longer knew how to move plot ";0
"It was like the sound of the sea,  	but	  it was not the sea";0
" I could probably still have got across,  	but	  as I have said, the stones of the causeway were thick";0
"The sound retreated,  	but	  still it was there";0
"That may have been true,  	but	  for the moment it's irrelevant";0
"The fully inclusive fare for the trip is £22,  	but	  it is regretted that persons under 16 years cannot participate";0
"We hope to stage another competition next year,  	but	  this time the photos will have to be taken during the year";0
"It was a difficult  	but	  enjoyable job";0
"We've always had that in France  	but	  this year it was so very special";0
"I have spoken of the point of contact  	but	  with the proper grip it will be much easier";0
"children may have heard musical instruments  	but	  may not have considered how the sounds are produced";0
"I loved maths when I was at school,  	but	  I had been taught in a very formal way.";0
"We were given tasks and problems,  	but	  we controlled how we tackled them";0
"He said he didn't know the code  	but	  was trying to work it out";0
"The others looked at him almost in disbelief,  	but	  I could see that he had been thinking very carefully";0
"They started to work out the answers mentally,  	but	  soon resorted to calculators";0
"His social worker recommended the scheme to him  	but	  Michael has his doubts";0
"The room should only hold ten people,  	but	  somehow a space is found for Michael";0
"Michael also has problems with speech  	but	  these are nothing compared with Henry's";0
"This had opened in Fulham in 1945,  	but	  soon moved into the buildings formerly occupied by St John's Wood";0
"Kevin was frightened of her at first  	but	  she was good";0
"The first film was very good  	but	  I don't think it was nearly as funny as this one";0
"I'm glad it had a very happy ending  	but	  I didn't cry or anything like that";0
" I try to take breaks  	but	  it's difficult";0
"Her heart rate has soared as she dances  	but	  the alcohol in her blood is gradually falling";0
"The green shoots of recovery may now be twitching  	but	  it will be a long time before the unemployment figures level off";0
"He was cleared of attempted murder and assault  	but	  sentenced to a year in prison for possessing a gun illegally";0
" The Appeal Court quashed the suspended sentence  	but	  raised his fine to £300";0
"Everyone stares at you  	but	  not because they're attracted to you";0
"We emigrated to Australia when I was eight  	but	  I returned to England seven years ago to write songs ";0
"I don't deserve any of your gifts  	but	  I really do appreciate them";0
"Brian rarely took holidays,  	but	  most years Jean went off to such exotic spots";0
"We thought liberation would lead to more freedom  	but	  many of us are too scared to go out alone in daylight";0
"I left him the fare I had been quoted,  	but	  he pursued me and stopped me entering my flat";0
"Poverty is widespread in this former British protectorate  	but	  nobody is starving";0
"The idea of a 16-day break may sound like bliss  	but	  it is actually a sign of dire economic times";0
"I used to sit on the floor crying  	but	  Brian always pulled me out of it";0
"That would be wonderful  	but	  I think we will be saving up for a long time";0
"I was hoping to buy her a ring for Christmas  	but	  we just couldn't afford it";0
"Naturally, father knew,  	but	  turned a blind eye";0
"Carina's not interested in sport,  	but	  she loves the news and she watches Casualty every week";0
"It's still in the blueprint stage,  	but	  it has gone further than just being a twinkle in the eye";0
"That vital ingredient confidence is still absent  	but	  it may resurface soon";0
"The recession has nearly blown itself out  	but	  it has left the Government with a massive deficit of £40bn-£50bn";0
"The firm exports to 75 countries,  	but	  the British are still the main buyers";0
"Falling interest rates have made debts cheaper,  	but	  they could still be costing you more than you're earning ";0
"It won't happen overnight,  	but	  I can assure you it will one day";0
"There are signs of improvement  	but	  trading remains volatile";0
"Millions of extra shares will flood the market,  	but	  this shouldn't deter investors";0
"The core businesses are still profitable,  	but	  are suffering from lack of investment";0
"The Tunnel is due to open in December 1993,  	but	  full rail services are unlikely to be operating before mid-1994";0
"It is an amazing gesture,  	but	  I'm not surprised";0
"Sinead does a lot of very nice things  	but	  only gets negative publicity";0
"Cronje had planned to accompany the two women on their safari trip  	but	  cancelled at the last minute";0
"We are both bruised and feeling stiff,  	but	  we know we're the lucky ones";0
"The plane had already landed,  	but	  the wind came under the wings and lifted it back ";0
"He said 13 of the survivors had severe burns,  	but	  many others were suffering from shock";0
"It is certainly very strange  	but	  we will have to wait for the outcome of an investigation";0
"It was unpleasant but	 no one was hurt";0
"The plan had been simple  	but	  risky";0
"The Americans issued radio warnings  	but	  the Iraqi pilots did not reply";0
"I don't know what Saddam's doing,  	but	  he's made a big mistake";0
"We are not threatening anybody,  	but	  we must enforce UN resolutions";0
"I would very much liked to have returned fire  	but	  we could not pinpoint the enemy";0
"This is not a Somalia situation,  	but	  it is very alarming";0
"They had been living together  	but	  she said she was leaving him";0
"Sure, I heard of the game,  	but	  computer games ain't exactly my strong suit";0
"I used to go back there on holiday,  	but	  it's not the sort of place you'd want to visit";0
" our Mario's family is Italian  	but	  he was born in Croatia ";0
"He was held overnight in police cells  	but	  freed without bail yesterday to await trial";0
"she wanted to stay with him  	but	  he did not want her";0
"Joan Collins has the glamour  	but	  with just four husbands is under-qualified";0
"Their close relationship could cope with that,  	but 	 worse was to come";0
"They are usually very goodlooking actor types,  	but	  nobody famous";0
"Tons of food have been sent to Somalia  	but	  armed gangs have hijacked lorries";0
" A UN official was shot  	but	  there was no news of the victim";0
"We don't know what lies ahead  	but	  it's something to build on";0
"Clearly we have sporadic outbreaks of violence,  	but	  then, we are not unique in that in this world";0
"They are just like the rest of us but	  it's a shame for the children";0
"He had been born in Jamaica  	but	  came to England in the 1940s to work in the steel industry";0
"It's a nice house  	but	  he has spent more time and effort on the property";0
"Jennifer is 16 now  	but	  she has hardly had a moment to enjoy things";0
"American police were still investigating the crime  	but	  had not made any arrests";0
"Lebanon ordered its troops to close checkpoints to traffic,  	but	  they were unable to stop the convoy getting through";0
"I don't want to say he's chauvinistic  	but	  he has a traditional view of women";0
"He took me to a few parties  	but	  I was uneasy about him";0
"I tried to tell my father,  	but	  he wanted to blank it out";0
"I'm not averse to marriage  	but	  I don't believe I'll ever do it";0
"The van was not there at 6pm  	but	  I noticed it a little bit later";0
"The police were searching the whole area  	but	  then they seemed to realise that it must be the van";0
"She was a happy-go-lucky girl  	but	  she became a bulimia victim";0
"She could face a charge of wasting police time but	  action is unlikely because of her illness";0
"We had already released the information to trade papers  	but	  we were going to wait until after Christmas to tell everyone";0
"There is tight security at our homes  	but	  we do not want to have to put bars over the windows";0
"I pulled my head up, feeling confused  	but	  amazed that I was still alive";0
"It all seemed to go on for a long time,  	but	  it must have been just a few seconds";0
"They were said to be OK  	but	  distressed and exhausted";0
"His friend tried to pull him out  	but	  went in as well";0
"they could see the boys under the ice  	but	  couldn't get to them";0
"We tried everything we possibly could  	but	  we just couldn't reach the lads";0
"One of the boys was still visible when we arrived  	but	  he disappeared beneath the surface";0
"It has touched me deeply,  	but	  much of this has come from those of you who have troubles";0
"He had a terrible problem which he couldn't talk about  	but	  I want to sort it out for him";0
"They were only doing their job, and doing it properly,  	but	  when they eventually left me I was shaking with fear";0
"We were close  	but	  there was never anything between us ";0
"Instead they agreed to stay together  	but	  would not sleep with each other";0
"Sega did allow rentals,  	but	  charged a huge licensing fee";0
"We are devastated,  	but	  we intend to restore the church to its former glory";0
"The world-famous hospital is facing closure,  	but	  doctors and nurses are working very hard to make sure it stays";0
"We're happy to be rushed off our feet but	  we're sick about the closure plans,";0
"I tried to help some of those that were hurt  	but	  some of them had dreadful injuries";0
"We were really looking forward to Christmas together as a family  	but	  now everything is ruined";0
"Our paramedics are trained to deal with situations like this,  	but	  all of them were very disturbed and upset by what they saw";0
"No one was sure where to look  	but	  Oscar showed them the way";0
"There was no loss to the stores  	but	  it could have caused a few problems";0
"She has been seeing James recently  	but	  she still loves Marco";0
"She would like to make a go of it  	but	  there is nothing there";0
"she had suffered a terrible blow to the back of her head  	but	  was still alive when she was tossed into the water";0
"We thought she was going to visit her former boyfriend,  	but	  obviously she did not";0
"Ryan had gone to visit an old girlfriend that night,  	but	  left at 9pm";0
"She was a cheerful girl and we were very close,  	but	  she was very possessive";0
"I shouted to her  	but	  she ignored me";0
"You get the odd burglary,  	but	  you don't worry about walking around at night";0
"They have been forced into it,  	but	  at least now they realise they have to do something";0
"It's not in our normal line of duty  	but	  we were glad to help";0
"I missed London desperately  	but	  I needed my clients here to sit up ";0
"Their heads and feet are the wrong way round,  	but	  it would be impertinent to point it out to them";0
"We are all shocked and upset  	but	  we just hope nothing precious has been stolen";0
"They left furs, stereos and other valuables  	but	  made a terrible mess looking for cash and jewels";0
" They were found to be wet through  	but	  well";0
"They were taken to hospital for examination  	but	  none suffered any real injury";0
"It was all over in 45 minutes  	but	  it seemed an eternity";0
"He was due back in his ward by 5pm,  	but	  did not return";0
"When we arrived there was total chaos  	but	  officers had administered emergency first aid";0
"I did not know that a policewoman had been stabbed  	but	  something serious had obviously happened";0
"The man jumped in and shouted at me to drive  	but	  I refused";0
"Two policemen came running up and tried to grab him  	but	  he was stabbing furiously at them";0
"I rolled out like a ball  	but	  sneaked back in on the back seat";0
"Other officers go through their careers without being injured  	but	  this was my third set of injuries in three years";0
"I was brought up to respect the police  	but	  there does not seem to be the respect any more";0
"It was cold,  	but	  we didn't mind";0
"We are trying to pull things together  	but	  certain things trigger it all off again";0
"I thought that was okay  	but	  I was tricked";0
"I would like to do something to help like bringing her home  	but	  I know she is in the best place";0
"She is on a life support unit  	but	  you can talk to her ";0
"She does love her job,  	but	  the family are hoping that she might give up";0
"She had been hurt before,  	but	  that didn't bother her";0
" Lesley was a devoted family girl,  	but	  at 22 she moved off to live at Warrington";0
"I'll still be out on patrol,  	but	  I will not be dealing with quite so many front-line incidents";0
"We do fly to St Kitts from Antigua  	but	  we serve many small islands ";0
"She is going to make it  	but	  there is a long way to go";0
"Leslie is loving, soft and very feminine away from the job  	but	  in her uniform she is a real professional";0
"Yes, we have a problem  	but	  hopefully we can come through it";0
"Most women think they know their husbands,  	but	  I don't believe you know anybody that well";0
"He gave up the job,  	but	  was reappointed in 1989";0
"She obviously panicked and abandoned the child  	but	  she has nothing to fear";0
"Her family said their relationship had ended,  	but	  Mr LIffen wanted it to restart";0
"He can play around with other people  	but	  not my wife";0
"I made it very clear from the start that I was married  	but	  having problems";0
"We were friends  	but	  it is a pity he did not make that clear";0
"These violations are not militarily of huge importance,  	but	  they should be dealt with";0
"It was quite a shock  	but	  I was thrilled";0
"She is expected to make a full recovery  	but	  will remain in hospital for at least two weeks";0
"There was no way we could see her coming out of it  	but	  she has done remarkably well";0
"We don't want her to go back  	but	  it's her decision";0
"She seems all right  	but	  we will have to wait because it has been very traumatic";0
"The row was like an earthquake  	but	  I did not think it was the end for us";0
"I am not an alcoholic  	but	  I was very drunk";0
"She was dragged into a garden and indecently assaulted but	  saved when her attacker panicked after hearing voices from nearby shops";0
"The engine was running and the heater fan blowing full blast  	but	  I was frozen";0
"The children tried to put out the fire  	but	  to no avail";0
"I can see the funny side now  	but	  I initially thought I was going mad";0
"It might be financially desirable,  	but	  it is a step too far";0
"We worried about her  	but	  Elizabeth wrote back that she was more worried about us back here";0
"They knew the risks and dangers,  	but	  I think they knew how to cope with them";0
"I wanted to phone round Julie's friends  	but	  she had taken her contacts book with her ";0
"I saw a whole army of police arrive  	but	  he had run off";0
"I tried to tell him that,  	but	  he kept hanging up";0
"They cried for mercy  	but	  their pleas were met with abuse and laughter";0
"The injuries aren't pretty  	but	  they weren't on purpose";0
"For half a second I thought it was a hoax  	but	  as he began to name the four streets I took him seriously";0
"One jumbo suffered major damage  	but	  people seemed remarkably calm about it";0
"My boat would come in handy but	  I can't reach it";0
" he tried to force his way into the car,  	but	  the doors were locked";0
"There will be some more repeats in the New Year  	but	  I hope it will not be too evident";0
"He had one operation in 1989,  	but	  has now waited three-and-a-half years for the promised follow-up surgery";0
"I get ready to go in,  	but	  then they call to say there is no room";0
"He is used to one-to-one relationships  	but	  society, and certainly schools, are composed of groups of people";0
"In my heart I know she is mine  	but	  the uncertainty over all this is agonising";0
"She also dialled 999  	but	  police were diverted to another emergency";0
"I told my teacher and she telephoned Mummy  	but	  it was engaged";0
"He has learnt to speak again  	but	  is still unable to walk";0
"The tow truck eventually arrived three hours later,  	but	  broke down on the way to her fiance's home near Norwich";0
"He was trying to flag down cars to help,  	but	  no one took any notice";0
"Our house in London has been burgled  	but	  we were not in it at the time";0
"They said they wanted money  	but	  fortunately we do not keep very much in the house";0
"We were just shocked after the robbery  	but	  felt that it could have been a lot worse";0
" He tried to strangle her,  	but	  she fought him off";0
" Action was taken,  	but	  the improvements did not last long";0
"Cereal can be healthy  	but	  the nutritional value depends on the one you pick";0
"His voice is weak  	but	  improves every day";0
"He is still weak,  	but	  he is telling jokes";0
"As you can imagine it has been total panic  	but	  fortunately the suppliers have been very co-operative";0
"Hundreds of the aircraft are on order,  	but	  loss of the Northwest batch is a serious setback";0
"Police were on the scene very quickly,  	but	  he had already cycled away";0
"Both stations were searched  	but	  nothing was found";0
"Feelings are running high following this outrage  	but	  it is important that the community remains calm";0
"She has no plans to travel to Scotland at present  	but	  she has not made a final decision";0
While some students can write well, others need more practice;0
While it may be inconvenient at times, it’s still important to maintain relationships with others to succeed in life;0
While the book was good, it wasn’t as good as I had hoped;0
While the rich get richer, the poor get poorer;0
While the book was excellent, it didn’t make us want to read more;0
While the situation is under control, we can’t afford to relax;0
While it is not necessary to be brilliant at everything, it is important to be able to recognize brilliance in others;0
While I admire his courage, I also fear he is reckless and impulsive;0
While this may seem like a small matter, it has bigger implications for our future as a company;0
While I’m sure you have many questions about this situation, let me assure you that we’ll explain everything soon enough;0
While many people are uneducated about the topic, it is not true that all women want to be mothers;0
While most people do not like to admit it, we all have flaws and cannot be perfect;0
While some believe that money can buy happiness, others believe it is more important to develop good relationships with other people;0
While there are many reasons for this change in attitude, the main reason is that more people are becoming concerned about their health ;0
While the other girls were happy to spend their time shopping and gossiping, I preferred to spend my time reading and studying;0
While some people are gifted with great physical beauty, others must work hard to achieve it through exercise and dieting;0
While business owner needs to be aware of the latest trends in marketing, they also need to consider whether they can afford such innovations or not;0
While many websites will help you learn how to play the guitar, there are still some things you need to know before learning how to play it yourself;0
While I agree with the President on several issues, I wouldn't trust him for another 4 years;0
The population grows while economic development stagnates;0
The former is certain and stable, while the latter remains uncertain;0
The text remains intact while the reference is deleted;0
A billion of us are obese, while a further billion starve;0
while globalization offers great opportunities, at present its benefits are very unevenly shared;0
While operating income was stable, general and administrative expenses rose;0
While kings claimed they ruled by a divine right, dictators claimed their right to rule through might;0
So while such an attack and its aftermath would not derail our eventual arrival at the next golden age, it quite possibly would delay it;0
Dorothy was nearly weeping, by this time, while Ozma was angry and indignant;0
the New Hollander goes naked with impunity, while the European shivers in his clothes;0
Some of them were digging while others stood about doing nothing;0
A sidebar quoted the vocal congressman who continued to push for an investigation while an accompanying article contained the ever increasing rants of the defense bar;0
After that introduction, my wife listened while Howie apparently continued to ramble;0
Molly looked on expectantly while I remained silent;0
While I can't say for certain he'd been drinking I know from past experience that many of our teenagers drink regularly;0
One arm locked around her while his other hand covered her mouth;0
While he now had the ability to chase his past, he refused vehemently to do so;0
While Howie hadn't viewed the show, he was incensed at the man's attitude as described by Martha;0
While we kidded about selling Howie out for a million buck reward, the increased outside interest in our activities was a serious matter;0
While Merrill Cooms knew there were five of us and had spoken to each, we'd never identified which one of us held the gift;0
At least he could move around, in his dream state, while we were obligated to remain silent and unmoving;0
Howie was ambivalent as usual while Quinn indicated the choice was Martha's ;0
While she didn't ask directly, I sensed she hoped I'd talk to him;0
While I wanted to wake Betsy and explain the situation I felt following Julie's directive might free her ;0
While Martha was as upset as Betsy and I, she wanted no part in resolving the matter;0
While Molly was her usual quiet self, and perhaps a little nervous, it was obvious she was excited;0
While I knew we were helpless to do anything positive in Howie's absence, I nevertheless opened the site where Betsy located cases for our attention;0
While she was concerned about the rift in our associates' relationship, she felt Quinn and Howie getting together might produce some positive results;0
After some negotiations Martha was allowed to remain in bed while the rest of us Claire included drove back to our house;0
While I hadn't given Quinn and Howie enough time to accomplish much, I called them anyway;0
While Molly looked troubled when she returned, Bumpus was just the opposite;0
Earlier, my wife had taken care of all the logistics of our travels while I locked up the house and called Jackson ;0
While the scenery was less than exciting, lunch was amazing;0
While they didn't detail their crimes, both spoke of ruining their lives ;0
While I long to have the child alone in my cabin, keeping the two in there would be cumbersome;0
While he never owned up to it, Betsy and I knew he retained records of ventures into the deeper past;0
While the hum of the machines broke up the silence of the room, I was making zero progress;0
While we'd both been witness scores of times, neither of us had paid much attention;0
While it would take time for precise confirmation, we all knew the burned out vehicle contained the bodies of Howie Abbott and John Luke Grasso;0
While the killer's intentions were unknown, we knew Howie thwarted them both to their death;0
Jonny stayed after their father's death, while she moved closer to her mom on the west coast;0
While she could heal, she still felt pain;0
Two men in black darted into the house while two more hung back at the garage entrance;0
While she never complained, it was clear she needed Damian to visit again soon ;0
Jonny looked confused and uneasy, while Darian looked like he was ready to pounce;0
While he stood in Dusty's corner, she wasn't convinced he'd chosen a side;0
While their servants aged, her father never did;0
One source of energy was darker than a stormy sky while another was as bright as the sun;0
While she didn't quite know where she was, she felt a sense of belonging;0
While surprised to see him there, she was struck by how well Jake fit in with the other men;0
While afraid, she knew whatever he was, he needed help;0
Her mother's been in jail half of Martha's life while the poor kid's been shuffled around ;0
They let us go off by ourselves for the whole afternoon while they messed around;0
While the Deans didn't like to leave Bird Song unattended, occasionally it was unavoidable;0
While the town was bursting , the side street where the Deans' inn was located was peacefully quiet;0
While everyone heard the same noise, their reactions differed;0
While Dean remained distressed over the accident, he knew he must concentrate on the Women's Club debate ;0
His only comment of note was that Patsy, while obviously exhausted, seemed especially cheerful;0
She entered the darkened store while Cora remained outside;0
Rhyn went through one door while Gabriel went through another;0
While their relationship was strained, his relationship with Jonathan and Destiny had returned to normal;0
Moonlight streamed through one window while the rest of the house was dark;0
Marianne was tempted to turn the large rooms into traditional French-style salons, while Howard was in favour of a typically English look;0
While the numbers of such developments are relatively small, the potential market is large;0
while I agree about his brilliance I still think he's rude;0
Of those on the loud side, some people say they look like they're briskly working, while others say that they're just noisy;0
Other men live to eat, while I eat to live;0
While the news, so far, has been good, there may be days ahead when it is bad;0
i looked a bit stiff while they were so lively;0
production has dropped while prices and unemployment have skyrocketed;0
Anyway, while we go to great lengths to strive for the accuracy of the information presented herein, mistakes will inevitably occur;0
Just one in six women and one in five men now think the woman should stay at home while the man goes out to work;0
" On the first measure the poor were becoming poorer,  	while	  on the second measure they were becoming richer";0
"The first tends to refer mainly to the military context which,  	while	  obviously important, is not what this book is about";0
" Owen waited  	while	  Garvin thought it over";0
"Blake sat on the ground  	while	  the Doctor hung over a wall";0
"Often the subscriptions are high,  	while	  the newsletters themselves are produced cheaply";0
"Some people supply their own outfits  	while	  others use clothes from the studio wardrobe";0
"Mr Dye is in intensive care with head injuries  	while	  Mr Nolan has chest injuries";0
"Mustoe could be out for six weeks with a groin injury,  	while	  Proctor will miss two or three weeks after a minor knee operation";0
"while	  unemployment remains a factor, new developments have transformed parts of Stockton";0
"He disconnected its alarm  	while	  the salesman revved the engine";0
"He has two outsiders outside him,  	while	  two of the three on his inside are fancied";0
"Two will probably travel by plane  	while	  the rest of the party go by sea";0
"Several of the offers are for individual homes,  	while	  some companies are interested in all four";0
"The Liberal Democrats have proposed a local income tax system  	while	  the Labour Party want to introduce a fair rates system";0
"Industrial yields have also dropped across the country,  	while	  retail yields have been static or fallen in all regions";0
"Some of the money came from sales  	while	  other cash was donated to the society";0
"Up to 100 teachers could lose their jobs in Newcastle  	while	  County Durham's education budget will be slashed ";0
"Some of them appeared to have police-type uniforms  	while	  others carried notebooks or cameras";0
"The white population is declining every year,  	while	  theirs particularly the Moslems is tripling";0
"The party relied on its own fund-raising  	while	  other political parties were helped financially by business";0
"The scary bits created tense silence,  	while	  relieved cheers followed the good moments";0
"Victoria hopes to study law at University  	while	  Jared plans to follow a career in the church";0
"A wardrobe was stolen from a house in Stanhope Road,  	while	  a dressing room table was taken from Greenbank Road";0
"A police spokesman said yesterday some dialled 999  	while	  others rang Darlington police station direct";0
"while	  weekly attendances fell to 17.5 million in 1969, they then levelled";0
"The Scotsman would escape the tax,  	while	  the Dundee Courier and Glasgow Evening Times would be liable";0
"In London, Lachlan worked as an architect  	while	  Annie made silks and tartans for Harrods";0
"Invesco will take on European shares,  	while	  Gartmore accepts foreign shares";0
"while	  it saves paperwork it does not appear to reduce registration times";0
"The scene where James was found was being searched by forensic scientists  	while	  other police worked on the shop video footage";0
"The number of weddings was also declining  	while	  divorces increased";0
"Some returned a small amount of interest  	while	  other plans returned absolutely nothing";0
"Some allow you to change virtually everything yourself,  	while	  others need the supplier to make the most minor changes";0
"Four felt their parents were too strict,  	while	  many others' parents were not strict enough";0
"Some of the figures were under-estimated  	while	  others were over-estimated";0
"And her lips had closed firmly  	while	  her eyes told Zoe the rest";0
"Charlie left his men resting in their tents  	while	  he set out to do his own private recce";0
"Investment trusts are closed end funds,  	while	  as stated earlier, unit trusts are open ended";0
"They're going ahead with a super new concert hall  	while	  our Philharmonic Hall is falling down";0
"The driver's seat has adjustable lumbar support  	while	  headrests are adjustable for height and angle";0
"The largest group of males is young, aged under ten,  	while	  the largest section of women riders is in the age band sixteen";0
"Barrow is likely to play today as John Kelly returns,  	while	  Neil Morton and Barry Butler are ruled out through injury";0
"Jason Robinson is already out of the televised first round encounter,  	while	  Joe Lydon is struggling with a twisted ankle";0
"Some patients may have only one episode of headache  	while	  others have several";0
"It is ridiculous to say that all males are basically evil  	while	  females aren't";0
" finally one person pushes the main trunk  	while	  the other pulls on the rope";0
"Women giggled  	while	  men in the audience whistled and shouted ";0
"Well I'll drop you at the paper shop  	while	  I go round";0
"It's because I'm babysitting,  	while	  some of you people are in bed";0
"Half the world is living in poverty,  	while	  the other half is over-consuming ";0
"And numbers are increasing  	while	  our staffing has actually decreased";0
"A young man in a smartly hideous jacket tried to come out  	while	  the kids were trying to go in";0
"Breakfast is continental style,  	while	  dinner is a choice of main courses";0
"Breakfast is buffet style,  	while	  dinner is four courses";0
"Conventions of weaning may alter  	while	  family structure does not";0
" Some areas seem particularly favoured,  	while	  others are a virtual desert";0
"The mouth of the river seemed ten times its normal width,  	while	  about half a mile out to sea hundreds of trees stood upright";0
"The Fascists at the moment are gaining ground throughout Europe  	while	  democracy and Socialism are in disarray";0
"The prisoners were returned to Newgate  	while	  lawyers deliberated";0
"The King then retired to his study to work  	while	  Queen Marie-Amélie withdrew to her apartments ";0
"Then France had commanded without question,  	while	  Kings and Emperors had been only too eager to please";0
"some had fallen into the street  	while	  others leaned outwards";0
"So some were hated as insensitive and disciplinarian,  	while	  others were remembered as models or guiding influences";0
"Some of these things are done to us deliberately  	while	  others are the unintentional actions of others ";0
"Some of these additives cause allergies  	while	  others affect our mental agility";0
"it pays cash direct to you,  	while	  private medical insurance pays only your hospital fees";0
"So the goats dug tunnels all over the place  	while	  the sheep sat apart";0
"Around half returned almost immediately,  	while	  half deferred their studies for a year";0
" some planners file paper cuttings  	while	  others just keep the ideas in their own mind";0
"Three of them use online services to a reasonable extent,  	while	  the other two make limited use of them";0
"The girls looked at me knowingly  	while	  the boss went behind for the stuff";0
"Certainly, the mark points survived  	while	  the old straight tracks fell into disuse and neglect";0
"Gay went home with the board and Sausage,  	while	  Breeze got into the big cream-coloured car";0
"Gay stayed with her,  	while	  Breeze ran into the inn";0
"They were educated, in later centuries often highly educated,  	while	  most layfolk were illiterate";0
"Hugo's wife, was always so beautifully turned out,  	while	  this girl was well, frankly almost scruffy";0
"The girl who was dressing her pulled up the zipper  	while	  Paula kicked off a pair of black suede shoes";0
"Marian made a bed of dry bracken for Hugh  	while	  Allen lit a fire";0
"In a few moments she had finished it all  	while	  Tom  watched her with obvious delight";0
"Their bodies move in the wind  	while	  the head stays put";0
"A calm stance breeds a sense of trust and security,  	while	  a threatening pose will make creatures run";0
"As a result one set of feelings is expressed  	while	  the other is repressed";0
"He became the rejecting father who never helped her,  	while	  at the same time she asked him to be mother ";0
"One child was chosen to sort these toys into two sets  	while	  the other children tried to guess her reason";0
"we have discovered that particular movements are especially distressing  	while	  noise has no apparent effect on the birds";0
"The white ferret, for example, is more visible,  	while	  the polecat is less so";0
"Some will be smooth-coated, after the greyhound,  	while	  others will be rough-coated, after the collie";0
"She and Corrie were allowed to play  	while	  the other children attended lessons in alphabets ";0
"But the old man carried on regardless  	while	  Tina frowned";0
"Tina walked towards him in the rain-washed playground  	while	  Jack looked warily round for her brother";0
"He scrambled out blindly on to the damp grass  	while	  Mr Chan rattled at the lock of the boot";0
"while	  banknotes could be seized a bank balance could not";0
"Some people have wild affairs  	while	  others don't see where the attraction lies";0
"Auntie Jean had packed for her  	while	  I packed for Allie";0
"minor bumps have increased  	while	  serious collisions have reduced in number";0
"I left the room  	while	  the father remained";0
"The first is a request for the pleasure of their company  	while	  the second implies slight patronage";0
"some recipes can be cooked and frozen weeks in advance  	while	  others can be prepared a day beforehand";0
"Japan lies a few hours’ plane ride north-west  	while	  the Philippines rest a similar distance southwards";0
"	while	  it is far from perfect, it is better than it used";0
" Pine is weak this way,  	while	  the other timbers tend to have straighter grain";0
"some exercises might inspire or excite you,  	while	  others leave you cold or unmoved";0
"ome ingredients result in a delicious, mouth-watering soup,  	while	  others will produce foul-smelling, unpalatable dishwater";0
"while	  it seems an impossible dream, start planning that trip";0
"I love myself  	while	  being moody and bad-tempered";0
"George climbed over the gate  	while	  Willie opened and shut it neatly behind him";0
"Similarly, convicts cannot vote,  	while	  unconvicted prisoners can use a postal vote";0
"Regional income fell by almost a fifth,  	while	  the region's foreign debt doubled";0
"Yours is a low band,  	while	  mine's a high band";0
"Bookchin has tried hard,  	while	  most of us haven't tried at all";0
"In one study, female rats selected carbohydrate-fat mixtures,  	while	  male rats selected protein-fat mixtures";0
"Most of his friends were still on the loose  	while	  he had to come home eventually";0
"We both lived with our parents  	while	  we saved up to get married";0
"The warm sun allowed us to eat outside every day,  	while	  chilly evenings were spent in front of a log fire";0
"One neck exercise could damage the top of the spine  	while	  straight leg sit-ups could put strain on the back";0
"She has shown grace, dignity and humanity  	while	  those born to the House of Windsor have appeared cold ";0
"William goes with them, staying on a farm  	while	  Diana enchants Australia";0
"Some were given a glucose drink to start their day  	while	  others had to make do with a dummy drink";0
"Ellis now runs her company from North London  	while	  her husband plots the Muppets' next moves";0
"For months, she could not get around  	while	  her husband was constantly on the road";0
"Some were catapulted out of smashed windows,  	while	  others were trapped and had to be cut free";0
"Total personal income leapt by six per cent during 1992  	while	  inflation averaged around four per cent";0
"More than a third said they would take advantage of free insurance  	while	  one in four opted for free child places";0
"The princes wore green rugby shirts and jeans  	while	  Diana wore black ski pants";0
"He then held a knife to her throat  	while	  his accomplice snatched her keys";0
"Men find work problems keep them awake,  	while	  women worry about family troubles";0
" she was an absent parent,  	while	  Prince Philip was a cold and distant father ";0
"One gunman stayed to guard the man's family,  	while	  the other took him to the Banque de France in Toulon";0
"Charles has struggled with knee trouble  	while	  Wilson has been plagued by Achilles tendon";0
"Andrew will have to drown in incompetence  	while	  Barnes proves he can walk on water ";0
"The upper surface is dull green, almost velvety,  	while	  the underside is slightly pale and glossy";0
"The upper surface is olive green,  	while	  the lower surface is pale to purplish green";0
"In Sri Lanka it is dried and used as a fertiliser,  	while	  in Indonesia it is used as animal feed";0
"Some viewfinders are built solidly into the camcorder body  	while	  others are adjustable to make it easier to take shots";0
"the adults might be sunning themselves  	while	  the younger members of the family amuse themselves in more active ways";0
"So shots of the family's arrival help to start things off  	while	  the picnic marks the middle of the day";0
"One camera position is for wide-angle views of the whole scene,  	while	  the nearer position in the foreground covers the details of the action";0
"Shots taken from a low angle make subjects look forbidding,  	while	  a high angle has the opposite effect";0
"Some want the requirement to apply to the engagement partner alone,  	while	  others want all the audit partners involved rotated";0
"New markets are opening up  	while	  mature markets are changing in complexity and demand";0
"The notices give general information on particular aspects of the tax,  	while	  leaflets provide more specialised guidance for specific trades";0
"October's meeting, for example, focused on ambition,  	while	  November's will look at magic";0
